tick,world_gdp,mean_stability,wars,collapsed,price_energy,price_food,price_chips,mean_inflation,mean_debt_gdp,defaults,mean_unemployment,global_co2
0,88.2854,58.32,0,0,1.0,1.0,1.0,0.02,78.2,0,5.78,18.1
1,91.2148,57.53,0,0,1.0,1.0,1.0,0.02,78.8,0,5.61,36.2
2,94.2168,56.44,0,0,1.0,1.0,1.0,0.02,79.3,0,5.58,54.2
3,97.1924,55.45,0,0,1.0,1.0,1.0,0.02,79.9,0,5.61,72.3
4,100.1931,54.62,0,0,1.0,1.0,1.0,0.02,80.4,0,5.66,90.4
5,103.2192,53.86,0,0,1.0,1.0,1.0,0.02,80.9,0,5.79,108.5
6,104.6501,52.77,0,0,1.0924,1.0,1.0166,0.03432,81.5,0,6.29,126.6
7,104.8811,51.27,0,0,1.1664,1.0,1.0298,0.05225,73.8,1,6.85,144.6
8,105.0025,50.03,0,0,1.2255,1.0,1.0404,0.05607,74.5,1,7.65,162.7
9,105.0905,48.99,0,0,1.2729,1.0,1.0489,0.05733,75.3,1,8.28,180.8
10,105.2588,48.19,0,0,1.3127,1.0,1.0557,0.05711,76.5,1,8.74,198.9
11,105.5681,47.44,0,0,1.3445,1.0,1.0611,0.05575,77.7,1,9.09,217.0
12,105.6862,46.33,0,0,1.3699,1.0,1.0655,0.06307,75.8,2,9.31,235.0
13,105.0065,45.71,0,0,1.3884,1.0,1.069,0.05919,77.0,2,9.64,253.1
14,104.8514,45.35,0,0,1.4051,1.0,1.0718,0.05554,78.3,2,9.79,271.2
15,105.099,45.19,0,0,1.4184,1.0,1.074,0.05197,79.5,2,9.81,289.3
16,105.6882,45.18,0,0,1.4291,1.0,1.0758,0.04858,80.7,2,9.75,307.4
17,106.5676,45.19,0,0,1.4376,1.0,1.0772,0.04541,81.9,2,9.64,325.4
18,107.6948,45.26,0,0,1.4444,1.0,1.0783,0.04249,83.1,2,9.5,343.5
19,109.0352,45.39,0,0,1.4499,1.0,1.0792,0.03983,84.2,2,9.33,361.6
20,110.0528,45.05,0,0,1.4543,1.0,1.08,0.04679,79.6,3,9.16,379.5
21,111.611,45.15,0,0,1.4578,1.0,1.0805,0.04326,80.6,3,9.17,395.7
22,113.2023,44.97,0,0,1.4412,1.0,1.081,0.04778,76.9,4,9.05,410.6
23,112.0492,45.26,0,0,1.428,1.0,1.0814,0.04251,78.0,4,9.06,423.1
24,111.5268,45.75,0,0,1.3938,1.0,1.0817,0.03607,79.1,4,8.9,435.3
25,111.6263,46.27,0,0,1.3664,1.0,1.0819,0.03114,80.2,4,8.65,447.3
26,112.178,46.78,0,0,1.3428,1.0,1.0821,0.02725,81.3,4,8.38,459.2
27,113.1466,47.41,0,0,1.313,1.0,1.0823,0.02328,82.3,4,8.05,471.2
28,114.4619,47.97,0,0,1.289,1.0001,1.0824,0.02044,83.3,4,7.74,483.1
29,115.9615,48.49,0,0,1.2699,1.0001,1.0825,0.01845,84.4,4,7.46,495.1
30,117.6624,48.93,0,0,1.2546,1.0001,1.0826,0.01712,85.4,4,7.23,507.0
31,119.5189,49.28,0,0,1.2424,1.0001,1.0826,0.01629,86.4,4,7.03,519.0
32,121.5829,49.66,0,0,1.2326,1.0,1.0827,0.01418,87.5,4,6.82,530.9
33,123.8382,50.14,0,0,1.2081,1.0,1.0827,0.01113,88.5,4,6.6,542.7
34,126.2863,50.55,0,0,1.1886,1.0,1.0827,0.00928,89.6,4,6.41,554.4
35,128.8716,50.88,0,0,1.173,1.0,1.0828,0.0083,90.6,4,6.26,566.2
