tick,world_gdp,mean_stability,wars,collapsed,price_energy,price_food,price_chips,mean_inflation,mean_debt_gdp,defaults,mean_unemployment,global_co2
0,116.5612,51.83,0,0,1.0,1.0,1.0,0.02085,66.3,1,6.34,110.1
1,116.4696,51.93,0,0,1.0,1.1769,1.0,0.02939,67.0,1,6.1,220.2
2,116.3731,51.77,0,0,1.0,1.2287,1.0,0.03919,67.6,1,6.15,330.3
3,116.2773,51.67,0,0,1.0,1.2291,1.0,0.03849,68.2,1,6.18,440.4
4,116.1832,51.68,0,0,1.0,1.2295,1.0,0.03575,68.8,1,6.14,550.5
5,116.2798,51.76,0,0,1.0,1.23,1.0,0.03342,69.4,1,6.06,660.6
6,116.3776,51.88,0,0,1.0,1.2304,1.0,0.03144,70.0,1,5.95,770.7
7,116.6662,52.01,0,0,1.0,1.2308,1.0,0.02976,70.6,1,5.84,880.7
8,116.9564,52.15,0,0,1.0,1.2312,1.0,0.02832,71.2,1,5.71,990.8
9,117.2479,52.28,0,0,1.0,1.2316,1.0,0.02711,71.7,1,5.59,1100.9
10,117.5407,52.39,0,0,1.0,1.2319,1.0,0.02607,72.3,1,5.48,1211.0
11,117.8179,52.26,0,0,1.0347,1.2938,1.0336,0.03425,72.9,1,5.57,1321.1
12,118.0673,51.77,0,0,1.0666,1.3525,1.0944,0.04982,73.5,1,5.96,1431.2
13,117.7091,51.24,0,0,1.0758,1.3713,1.0651,0.05472,72.6,2,6.36,1541.3
14,117.9469,50.77,0,0,1.1265,1.4484,1.086,0.05819,73.3,2,6.76,1651.4
15,118.1889,50.39,0,0,1.1124,1.4457,1.0747,0.05796,74.0,2,7.05,1761.5
16,118.454,50.42,0,0,1.1019,1.4274,1.0709,0.047,74.5,2,7.04,1871.6
17,118.1294,50.6,0,0,1.1155,1.3841,1.0786,0.04072,74.5,3,6.88,1981.7
18,117.8382,50.89,0,0,1.1054,1.345,1.0714,0.03475,74.2,4,6.64,2091.8
19,118.1053,51.25,0,0,1.1222,1.3676,1.0727,0.0307,74.7,4,6.39,2201.9
20,118.3741,51.49,0,0,1.1347,1.3766,1.0713,0.03223,75.3,4,6.23,2312.0
21,118.647,51.69,0,0,1.1078,1.3617,1.091,0.03132,75.8,4,6.08,2418.4
22,118.9305,51.95,0,0,1.0993,1.3872,1.067,0.02738,76.3,4,5.88,2523.6
