tick,world_gdp,mean_stability,wars,collapsed,price_energy,price_food,price_chips,mean_inflation,mean_debt_gdp,defaults,mean_unemployment,global_co2
0,111.9156,53.16,0,0,1.0,1.0,1.0,0.02,76.5,0,5.78,109.0
1,115.1123,51.06,0,0,1.0,1.1671,1.0,0.02899,76.4,1,5.79,217.9
2,118.9979,49.26,0,0,1.0,1.2265,1.0,0.03868,77.1,1,6.03,326.9
3,122.9214,47.91,0,0,1.0,1.2271,1.0,0.03839,77.7,1,6.22,435.8
4,126.8287,46.96,0,0,1.0,1.2277,1.0,0.03568,78.4,1,6.29,544.8
5,130.8961,46.31,0,0,1.0,1.2283,1.0,0.03337,79.0,1,6.3,653.7
6,134.9536,45.87,0,0,1.0,1.2289,1.0,0.03141,79.6,1,6.26,762.7
7,139.2078,45.57,0,0,1.0,1.2295,1.0,0.02975,80.3,1,6.19,871.7
8,143.4691,45.39,0,0,1.0,1.23,1.0,0.02833,80.9,1,6.11,980.6
9,147.7438,45.27,0,0,1.0,1.2306,1.0,0.02713,81.5,1,6.02,1089.6
10,152.0681,45.2,0,0,1.0,1.2312,1.0,0.02611,82.1,1,5.93,1198.5
11,156.4247,44.9,0,0,1.0446,1.2933,1.0373,0.03548,82.7,1,6.07,1307.5
12,160.9293,44.11,0,0,1.1025,1.3815,1.1099,0.05823,83.4,1,6.7,1416.4
13,165.0501,43.21,0,0,1.1189,1.4052,1.1088,0.06846,83.4,2,7.38,1525.4
14,169.8759,42.68,0,0,1.135,1.4282,1.0921,0.06268,84.2,2,7.79,1634.4
15,174.8211,42.67,0,0,1.1043,1.3843,1.0695,0.04983,84.8,2,7.78,1743.3
16,179.6682,42.84,0,0,1.1322,1.4369,1.0738,0.04216,85.3,2,7.61,1852.3
17,184.613,42.9,0,0,1.147,1.4047,1.0891,0.04425,85.9,2,7.56,1961.2
18,189.6156,43.11,0,0,1.1365,1.3744,1.0737,0.0385,86.4,2,7.39,2070.2
19,194.5944,43.49,0,0,1.1331,1.3676,1.0739,0.03044,87.0,2,7.08,2179.1
20,199.5714,43.86,0,0,1.1414,1.3646,1.0737,0.02731,87.5,2,6.78,2288.1
21,203.8142,44.19,0,0,1.1235,1.3249,1.0659,0.02438,87.5,3,6.46,2394.3
22,208.7921,44.61,0,0,1.0967,1.3087,1.064,0.01898,88.0,3,6.12,2496.1
23,213.6837,45.05,0,0,1.0923,1.2427,1.0648,0.01389,88.5,3,5.74,2597.1
24,218.544,45.65,0,0,1.0332,1.1724,1.0338,0.0038,89.1,3,5.26,2696.1
25,222.2445,46.21,0,0,1.0273,1.1678,1.0346,-0.00158,88.9,4,4.87,2792.2
26,226.5569,46.69,0,0,1.0081,1.114,1.0365,-0.00231,89.4,4,4.6,2882.8
27,230.7067,47.06,0,0,1.0073,1.1073,1.0365,-0.00231,89.9,4,4.38,2967.5
28,234.6804,47.33,0,0,1.0087,1.0769,1.0203,-0.00179,90.5,4,4.21,3050.2
29,238.5761,47.54,0,0,1.0,1.0637,1.0373,-0.00114,91.0,4,4.09,3131.9
30,241.5178,47.62,0,0,1.0,1.0254,1.0377,0.00115,90.9,5,4.0,3211.2
31,245.1526,47.69,0,0,1.0,1.0212,1.0336,0.00179,91.4,5,3.94,3288.9
32,248.629,47.71,0,0,1.0,1.0214,1.0253,0.00357,91.9,5,3.9,3365.6
33,251.1568,47.68,0,0,1.0,1.0045,1.0086,0.00457,91.9,6,3.86,3439.5
34,254.4526,47.68,0,0,1.0,1.0045,1.0086,0.00504,92.4,6,3.84,3511.9
35,257.6771,47.62,0,0,1.0,1.0045,1.0086,0.00729,92.9,6,3.85,3584.3
36,260.8664,47.54,0,0,1.0,1.0045,1.0086,0.0092,93.4,6,3.89,3655.6
37,263.1083,47.4,0,0,1.0,1.0045,1.0042,0.01139,93.3,7,3.96,3726.1
38,266.1619,47.3,0,0,1.0,1.0046,1.0,0.01215,93.8,7,4.04,3796.6
39,269.1619,47.21,0,0,1.0,1.0,1.0,0.01284,94.3,7,4.13,3867.0
40,272.1312,47.11,0,0,1.0,1.0,1.0,0.01369,94.8,7,4.21,3937.0
41,275.0528,47.02,0,0,1.0,1.0,1.0,0.01464,95.3,7,4.3,4007.0
42,277.9474,46.92,0,0,1.0,1.0,1.0,0.01544,95.9,7,4.39,4076.5
43,280.81,46.83,0,0,1.0,1.0,1.0,0.01613,96.4,7,4.47,4145.7
44,283.6525,46.75,0,0,1.0,1.0,1.0,0.01671,96.9,7,4.55,4214.9
45,286.4527,46.67,0,0,1.0,1.0,1.0,0.0172,97.4,7,4.62,4284.0
46,289.2282,46.61,0,0,1.0,1.0,1.0,0.01762,98.0,7,4.68,4353.2
47,291.9664,46.54,0,0,1.0,1.0,1.0,0.01798,98.5,7,4.75,4422.4
48,294.6901,46.49,0,0,1.0,1.0,1.0,0.01828,99.0,7,4.8,4491.3
49,296.4598,46.4,0,0,1.0,1.0,1.0,0.01939,98.9,8,4.84,4559.9
50,298.1635,46.3,0,0,1.0,1.0,1.0,0.02033,98.9,9,4.9,4628.4
51,300.7714,46.25,0,0,1.0,1.0,1.0,0.02028,99.5,9,4.97,4697.0
52,303.3816,46.21,0,0,1.0,1.0,1.0,0.02024,100.0,9,5.02,4765.3
