tick,world_gdp,mean_stability,wars,collapsed,price_energy,price_food,price_chips,mean_inflation,mean_debt_gdp,defaults,mean_unemployment,global_co2
0,116.9425,52.33,0,0,1.0,1.0,1.0,0.02085,64.6,1,6.11,110.1
1,117.2329,52.83,0,0,1.0,1.1786,1.0,0.02947,65.2,1,5.68,220.2
2,117.5187,52.99,0,0,1.0,1.2321,1.0,0.03943,65.8,1,5.58,330.3
3,117.8057,53.15,0,0,1.0,1.2342,1.0,0.03883,66.3,1,5.49,440.4
4,118.0949,53.35,0,0,1.0,1.2363,1.0,0.03617,66.9,1,5.36,550.5
5,118.3861,53.57,0,0,1.0,1.2384,1.0,0.03391,67.4,1,5.21,660.6
6,116.7558,52.18,0,0,1.1619,1.4399,1.3881,0.09346,67.0,4,6.34,770.7
7,112.7483,49.41,0,0,1.1702,1.4521,1.4085,0.15117,65.5,11,8.43,880.7
8,109.9696,47.51,0,0,1.1706,1.4547,1.4095,0.13847,65.4,16,9.78,990.8
9,109.4225,46.41,0,0,1.1706,1.4568,1.4095,0.12182,66.4,17,10.53,1100.9
10,108.3783,45.43,0,0,1.1706,1.4589,1.4376,0.10971,66.9,19,10.89,1211.0
11,107.3781,44.54,0,0,1.1706,1.461,1.449,0.1,67.4,21,11.05,1321.1
12,107.4509,44.21,0,0,1.1706,1.4631,1.448,0.08863,68.4,21,10.95,1431.2
13,107.0358,44.2,0,1,1.1706,1.4651,1.4481,0.07926,67.7,22,10.64,1541.3
14,107.1628,44.48,0,1,1.1706,1.4672,1.4482,0.07063,68.5,22,10.24,1649.5
15,107.3115,44.92,0,1,1.1706,1.4693,1.4482,0.06329,69.3,22,9.77,1757.7
16,107.4787,45.49,0,1,1.1708,1.4714,1.4483,0.05707,70.0,22,9.27,1865.8
17,107.6619,46.15,0,1,1.1712,1.4488,1.4484,0.05095,70.6,22,8.75,1974.0
18,107.8585,46.87,0,1,1.1716,1.4442,1.4485,0.04553,71.2,22,8.23,2082.2
19,108.0681,47.69,0,0,1.172,1.3541,1.4412,0.03806,71.8,22,7.67,2192.3
20,108.2892,48.44,0,0,1.1724,1.3415,1.4413,0.03142,72.4,22,7.1,2302.4
21,108.5184,49.14,0,0,1.1818,1.3209,1.4315,0.02846,73.0,22,6.59,2407.6
22,108.754,49.76,0,0,1.1903,1.312,1.4316,0.02645,73.5,22,6.16,2511.5
23,108.9931,50.26,0,0,1.198,1.3126,1.4318,0.02591,74.1,22,5.82,2615.0
24,109.3609,52.65,0,0,1.0031,1.1024,1.021,-0.0264,74.6,22,4.96,2718.5
25,109.7662,54.8,0,0,1.0031,1.0813,1.0212,-0.03962,75.1,22,4.29,2819.0
26,109.6214,56.18,0,0,1.0025,1.0817,1.0213,-0.0308,74.6,23,3.78,2914.0
27,109.988,57.13,0,0,1.0018,1.0559,1.0212,-0.02446,75.1,23,3.4,3002.0
28,109.8321,57.66,0,0,1.001,1.0563,1.0213,-0.01824,75.1,24,3.1,3085.8
29,110.1458,57.98,0,0,1.0012,1.0375,1.0214,-0.01341,75.6,24,2.88,3169.6
30,110.4521,58.11,0,0,1.0015,1.0379,1.0215,-0.00925,76.1,24,2.72,3253.1
31,110.7524,58.15,0,0,1.001,1.0268,1.0208,-0.00543,76.6,24,2.58,3334.0
32,111.0395,58.1,0,0,1.0,1.0229,1.0209,-0.00247,77.1,24,2.47,3414.4
33,111.3201,58.01,0,0,1.0,1.0225,1.0209,0.00064,77.6,24,2.39,3492.4
34,111.5966,57.86,0,0,1.0,1.0228,1.0209,0.00354,78.1,24,2.33,3568.6
35,111.8677,57.7,0,0,1.0,1.0231,1.021,0.00604,78.6,24,2.31,3644.7
36,112.1324,57.53,0,0,1.0,1.0197,1.021,0.00798,79.1,24,2.34,3719.2
37,112.3933,57.39,0,0,1.0,1.0162,1.0211,0.00945,79.5,24,2.39,3793.6
38,112.6473,57.25,0,0,1.0,1.0126,1.0211,0.01069,80.0,24,2.45,3868.0
39,112.3592,57.08,0,0,1.0,1.0128,1.0211,0.01277,79.9,25,2.52,3941.5
40,111.6271,56.86,0,0,1.0,1.0129,1.0212,0.01558,79.3,27,2.61,4014.3
41,111.2239,56.68,0,0,1.0,1.0131,1.0212,0.01712,79.3,28,2.74,4086.3
42,111.3464,56.57,0,0,1.0,1.0092,1.0213,0.01737,79.8,28,2.85,4157.9
43,111.4862,56.49,0,0,1.0,1.0093,1.0213,0.01758,80.3,28,2.94,4229.2
44,111.6404,56.43,0,0,1.0,1.008,1.0213,0.01788,80.7,28,3.02,4297.9
45,111.2761,56.33,0,0,1.0,1.008,1.0198,0.01889,80.6,29,3.08,4366.6
46,111.4482,56.28,0,0,1.0,1.0081,1.0198,0.01896,81.1,29,3.14,4435.3
47,111.6264,56.24,0,0,1.0,1.0081,1.0198,0.01912,81.6,29,3.2,4503.0
48,111.0284,56.16,0,0,1.0,1.0082,1.0,0.01967,81.0,31,3.21,4570.4
49,111.0566,56.18,0,0,1.0,1.0083,1.0,0.01843,81.5,31,3.23,4637.9
50,110.5993,56.15,0,0,1.0,1.0083,1.0,0.01953,81.5,32,3.25,4705.3
51,110.6793,56.15,0,0,1.0,1.0084,1.0,0.0196,81.9,32,3.28,4772.0
52,110.781,56.15,0,0,1.0,1.0084,1.0,0.01967,82.4,32,3.31,4838.3
53,110.8999,56.15,0,0,1.0,1.0085,1.0,0.01972,82.9,32,3.33,4904.4
54,111.0341,56.2,0,0,1.0,1.0,1.0,0.01934,83.3,32,3.33,4970.4
55,111.181,56.25,0,0,1.0,1.0,1.0,0.01901,83.8,32,3.33,5036.4
56,111.3385,56.28,0,0,1.0,1.0,1.0,0.01916,84.2,32,3.33,5102.5
57,111.5054,56.3,0,0,1.0,1.0,1.0,0.01929,84.6,32,3.33,5168.5
58,111.6797,56.31,0,0,1.0,1.0,1.0,0.01939,85.1,32,3.34,5234.6
59,111.8608,56.32,0,0,1.0,1.0,1.0,0.01948,85.5,32,3.35,5300.6
60,112.0476,56.33,0,0,1.0,1.0,1.0,0.01956,86.0,32,3.35,5366.7
61,112.2324,56.14,1,0,1.15,1.0,1.0,0.02767,86.4,32,3.56,5432.7
62,112.417,55.83,1,0,1.15,1.0,1.0,0.03457,86.8,32,3.88,5498.8
63,112.6067,55.64,1,0,1.15,1.0,1.0,0.03238,87.3,32,4.07,5564.8
64,112.8004,55.54,1,0,1.15,1.0,1.0,0.03052,87.7,32,4.18,5630.9
65,112.998,55.51,1,0,1.15,1.0,1.0,0.02895,88.2,32,4.23,5696.9
