tick,world_gdp,mean_stability,wars,collapsed,price_energy,price_food,price_chips,mean_inflation,mean_debt_gdp,defaults,mean_unemployment,global_co2
0,116.9425,51.74,0,0,1.0,1.0,1.0,0.02085,66.4,1,6.38,110.1
1,117.2329,51.78,0,0,1.0,1.177,1.0,0.0294,67.0,1,6.17,220.2
2,117.5188,51.6,0,0,1.0,1.2291,1.0,0.03921,67.7,1,6.23,330.3
3,117.8059,51.5,0,0,1.0,1.2296,1.0,0.03852,68.4,1,6.26,440.4
4,118.0954,51.51,0,0,1.0,1.2302,1.0,0.03579,69.0,1,6.22,550.5
5,118.3868,51.59,0,0,1.0,1.2308,1.0,0.03347,69.6,1,6.14,660.6
6,117.9411,50.29,0,0,1.1126,1.4945,1.3414,0.08635,70.3,2,7.21,770.7
7,113.3921,47.58,0,0,1.1183,1.5086,1.3592,0.14033,68.2,10,9.11,880.7
8,110.0632,45.69,0,0,1.1186,1.5098,1.3601,0.12981,67.9,16,10.36,990.8
9,109.545,44.58,0,0,1.1186,1.5105,1.3601,0.11435,68.9,17,11.07,1100.9
10,107.4914,43.48,0,0,1.1186,1.5112,1.3761,0.10443,68.8,21,11.43,1211.0
11,107.5641,42.6,0,0,1.1186,1.5117,1.4188,0.09469,70.0,21,11.64,1321.1
12,107.1459,42.14,0,0,1.1186,1.5123,1.3966,0.08537,70.8,22,11.58,1431.2
13,106.7573,41.93,0,0,1.1186,1.5128,1.3966,0.07541,69.9,23,11.37,1541.3
14,106.9045,42.03,0,0,1.1186,1.5104,1.3898,0.06671,70.6,23,11.04,1651.4
15,107.0708,42.37,0,0,1.1186,1.5079,1.3898,0.0592,71.2,23,10.61,1761.5
16,107.2527,42.85,0,2,1.1186,1.5054,1.3898,0.05315,71.7,23,10.15,1871.6
17,107.4484,43.45,0,2,1.1186,1.4726,1.3898,0.04703,72.2,23,9.67,1981.7
18,107.6559,44.13,0,2,1.1186,1.449,1.3898,0.04112,72.6,23,9.16,2091.8
19,107.873,45.0,0,2,1.1186,1.4309,1.3898,0.03656,73.3,23,8.59,2201.9
20,107.5989,45.73,0,2,1.1186,1.4312,1.3898,0.03436,73.5,24,8.1,2312.0
21,107.8034,46.42,0,2,1.1058,1.4299,1.3898,0.03161,74.1,24,7.69,2418.5
22,108.0177,47.36,0,0,1.1105,1.4214,1.3898,0.02912,74.8,24,7.3,2520.2
23,108.239,47.88,0,0,1.0953,1.419,1.3898,0.02685,75.4,24,6.96,2621.3
24,108.5838,50.07,0,0,1.0,1.1382,1.0131,-0.02242,76.1,24,6.11,2719.5
25,108.9835,52.17,0,0,1.0,1.1159,1.0131,-0.03923,76.7,24,5.46,2813.0
26,108.8417,53.52,0,0,1.0,1.1144,1.0131,-0.03057,76.4,25,4.96,2904.0
27,109.2049,54.39,0,0,1.0,1.0955,1.0101,-0.02413,77.0,25,4.59,2992.9
28,109.556,54.98,0,0,1.0,1.0731,1.0101,-0.01963,77.6,25,4.3,3079.4
29,109.8938,55.36,0,0,1.0,1.0658,1.0,-0.01576,78.3,25,4.07,3164.0
30,110.2217,55.54,0,0,1.0,1.0659,1.0,-0.01141,78.9,25,3.89,3246.9
31,110.5374,55.56,0,0,1.0,1.066,1.0,-0.00669,79.6,25,3.76,3328.4
32,110.8397,55.57,0,0,1.0,1.0463,1.0,-0.00363,80.2,25,3.64,3408.9
33,111.135,55.55,0,0,1.0,1.0303,1.0,-0.00182,80.9,25,3.55,3488.4
34,111.4231,55.49,0,0,1.0,1.0303,1.0,0.00067,81.6,25,3.48,3565.5
35,111.4375,55.35,0,0,1.0,1.0261,1.0,0.00421,81.9,26,3.42,3642.4
36,111.5488,55.23,0,0,1.0,1.0262,1.0,0.00637,82.6,26,3.42,3718.6
37,111.1453,54.92,1,0,1.15,1.0262,1.0,0.01738,83.2,27,3.62,3792.7
38,110.7623,54.51,0,0,1.15,1.021,1.0,0.02648,83.8,28,3.94,3865.8
39,110.8974,54.25,1,0,1.15,1.021,1.0,0.02524,84.9,28,4.2,3938.1
40,111.0461,54.09,0,0,1.15,1.0211,1.0,0.02446,86.1,28,4.35,4010.2
41,110.2671,54.07,0,0,1.0,1.0137,1.0,0.01807,86.2,30,4.29,4082.3
42,110.3167,54.12,1,0,1.15,1.0137,1.0,0.01798,87.3,30,4.28,4153.6
43,110.3875,53.95,1,0,1.15,1.0137,1.0,0.0264,88.4,30,4.47,4225.0
