tick,world_gdp,mean_stability,wars,collapsed,price_energy,price_food,price_chips,mean_inflation,mean_debt_gdp,defaults,mean_unemployment,global_co2
44,109.9672,53.8,0,0,1.15,1.0138,1.0,0.0263,88.9,31,4.57,4295.6
45,110.0845,53.91,0,0,1.0,1.014,1.0,0.01831,90.0,31,4.48,4366.2
46,110.2213,54.16,0,0,1.0,1.0141,1.0,0.01153,91.1,31,4.27,4436.8
47,110.3641,54.13,2,0,1.15,1.0141,1.0,0.02091,92.3,31,4.34,4507.4
48,110.5104,53.92,2,0,1.15,1.0112,1.0,0.02873,93.4,31,4.57,4578.0
49,110.669,53.81,0,0,1.15,1.0114,1.0,0.02728,94.6,31,4.67,4647.7
50,110.8364,53.79,1,0,1.15,1.0047,1.0,0.02586,95.8,31,4.74,4715.9
51,111.011,53.8,2,0,1.15,1.0049,1.0,0.02465,97.0,31,4.8,4783.8
52,110.673,53.76,2,0,1.15,1.0049,1.0,0.02481,97.6,32,4.81,4851.4
53,110.8547,53.79,1,0,1.15,1.0021,1.0,0.02395,98.8,32,4.81,4919.0
54,111.037,53.83,0,0,1.15,1.0021,1.0,0.02321,100.0,32,4.76,4985.9
55,111.2304,53.87,0,0,1.15,1.0,1.0,0.02262,101.2,32,4.72,5052.5
56,110.9249,54.03,0,0,1.0,1.0,1.0,0.01592,101.9,33,4.53,5119.0
57,111.1187,54.19,0,0,1.15,1.0,1.0,0.01653,103.1,33,4.4,5184.9
58,111.3056,54.08,0,0,1.15,1.0,1.0,0.02516,104.4,33,4.5,5250.7
59,110.9884,53.98,0,0,1.15,1.0,1.0,0.02524,105.1,34,4.56,5316.5
60,111.1805,53.93,3,0,1.15,1.0,1.0,0.02445,106.4,34,4.66,5382.4
61,111.3648,53.89,0,0,1.15,1.0,1.0,0.02378,107.6,34,4.66,5447.9
62,111.56,53.85,0,0,1.15,1.0,1.0,0.02322,108.9,34,4.66,5513.4
63,111.7457,53.81,3,0,1.15,1.0,1.0,0.02273,110.1,34,4.7,5579.0
64,111.4199,53.71,8,0,1.15,1.0,1.0,0.02318,110.9,35,4.75,5644.5
65,111.5857,53.63,4,0,1.15,1.0,1.0,0.0227,112.2,35,4.77,5710.0
66,111.7519,53.55,2,0,1.15,1.0,1.0,0.02229,113.5,35,4.75,5775.5
67,111.4149,53.43,1,0,1.15,1.0,1.0,0.0228,114.3,36,4.72,5840.9
68,111.0954,53.32,0,0,1.15,1.0,1.0,0.02323,115.0,37,4.68,5906.4
69,111.2856,53.25,1,0,1.15,1.0,1.0,0.02275,116.3,37,4.68,5971.9
70,110.9691,53.1,4,0,1.15,1.0,1.0,0.02319,117.1,38,4.7,6037.3
71,111.1237,52.98,3,0,1.15,1.0,1.0,0.02271,118.4,38,4.72,6102.8
