tick,world_gdp,mean_stability,wars,collapsed,price_energy,price_food,price_chips,mean_inflation
0,29.6774,61.1,0,0,1.0,1.0,1.0,0.02
1,31.1441,59.82,0,0,1.0125,1.0,1.0,0.02133
2,32.6038,58.82,0,0,1.0225,1.0,1.0,0.02218
3,34.0513,57.64,0,0,1.0305,1.0,1.0,0.02268
